caso_id,llamante_descripcion,llamante_genero,llamante_vinculo_ninios_presentes,violencia_tipo,victima_edad,victima_rango_etario,victima_genero,victima_cantidad,agresor_cantidad,agresor_genero,agresor_relacion_victima,llamado_derivacion,llamado_fecha,llamado_hora,llamado_region
457161,Agresor/a,Femenino,Madre,Física y psicológica,6,06 a 11 años,Masculino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-01,23:49,Metropolitana
457163,Víctima,Femenino,No hay niñas/os,Psicológica,64,Más de 60 años,Femenino,1.0,1.0,Femenino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-02,07:59,Metropolitana
454087,Víctima,Femenino,No hay niñas/os,Psicológica,50,50 a 59 años,Femenino,1.0,1.0,Masculino,Padre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-02,08:16,Metropolitana
457164,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-02,08:17,Metropolitana
457166,Familiar,Femenino,Otro familiar,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-02,10:01,Metropolitana
457167,Familiar,Femenino,Otro familiar,Psicológica,15,12 a 17 años,Masculino,1.0,1.0,Masculino,Padrastro,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-02,10:24,Metropolitana
420275,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-02,11:38,Metropolitana
457168,Víctima,Femenino,No hay niñas/os,Física y psicológica,75,Más de 60 años,Femenino,1.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-02,12:17,Metropolitana
457169,Víctima,Masculino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-02,13:19,Metropolitana
457170,Víctima,Femenino,Madre,Psicológica,63,Más de 60 años,Femenino,1.0,1.0,Masculino,Hijo/a,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-02,13:22,Metropolitana
457172,Familiar,Femenino,Otro familiar,Física y psicológica,13,12 a 17 años,Femenino,1.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-02,16:58,Metropolitana
454342,NS/NC,Femenino,Madre,Psicológica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-02,17:33,Metropolitana
457174,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-02,17:35,Metropolitana
457176,Familiar,Femenino,NS/NC,Física y psicológica,16,12 a 17 años,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-02,17:57,Metropolitana
433353,Víctima,Femenino,Madre,Psicológica,3,0 a 5 años,Femenino,2.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-02,18:16,Metropolitana
457177,Víctima,Femenino,NS/NC,Física y psicológica,34,30 a 39 años,Femenino,1.0,2.0,Masculino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-02,18:25,Metropolitana
457179,Familiar,Masculino,Padre,Física y psicológica,11,06 a 11 años,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-02,18:57,Metropolitana
457180,Víctima,Femenino,NS/NC,Psicológica,16,12 a 17 años,Femenino,1.0,4.0,Masculino,Padre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-02,20:00,Metropolitana
457195,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-03,12:10,Metropolitana
457196,Familiar,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-03,13:14,Metropolitana
457198,Víctima,Femenino,No hay niñas/os,Psicológica,54,50 a 59 años,Femenino,1.0,1.0,Masculino,Ex pareja,Otras,2024-01-03,17:00,Metropolitana
457200,Familiar,Femenino,Otro familiar,Psicológica,26,18 a 29 años,Masculino,2.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-03,18:31,Metropolitana
451771,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-03,18:40,Metropolitana
457201,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-03,18:41,Metropolitana
457203,Víctima,Femenino,Madre,Económica y psicológica,40,40 a 49 años,Femenino,2.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-03,18:48,Metropolitana
457207,Víctima,NS/NC,Madre,Psicológica,Sin dato,Sin dato,NS/NC,2.0,1.0,NS/NC,Ex pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-03,20:52,Metropolitana
457209,Vecina/o,Masculino,No hay niñas/os,Psicológica,22,18 a 29 años,Femenino,1.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-03,22:26,Metropolitana
457210,Víctima,Femenino,Madre,Física y psicológica,34,30 a 39 años,Femenino,3.0,2.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-03,23:04,Metropolitana
457211,Víctima,Femenino,No hay niñas/os,Psicológica,37,30 a 39 años,Femenino,2.0,1.0,Femenino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-03,23:11,Metropolitana
457212,Familiar,Femenino,Otro familiar,Psicológica,7,06 a 11 años,Masculino,2.0,1.0,Masculino,Madre,Llamante solicitó información y/o orientación,2024-01-03,23:16,Metropolitana
457212,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-03,23:16,Metropolitana
457214,Otra/o sobre una situación de conflicto familiar,NS/NC,No hay niñas/os,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-03,23:25,Metropolitana
457214,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-04,00:07,Metropolitana
457217,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,01:53,Metropolitana
457218,Otra/o sobre una situación de conflicto familiar,NS/NC,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,01:58,Metropolitana
450154,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,02:58,Metropolitana
457219,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,03:10,Metropolitana
457220,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,03:24,Metropolitana
457223,Otro/a,Femenino,Otro/a no familiar,Física y psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-04,06:32,Metropolitana
457226,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,09:05,Metropolitana
457227,Víctima,Masculino,NS/NC,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-04,12:07,Metropolitana
457230,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,13:09,Metropolitana
457231,Víctima,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-04,13:59,Metropolitana
457232,Familiar,Femenino,Otro familiar,Física y psicológica,Sin dato,Sin dato,Femenino,3.0,1.0,Masculino,Padrastro,Llamante solicitó información y/o orientación,2024-01-04,14:49,Metropolitana
457233,Familiar,Femenino,Otro familiar,Física y psicológica,3,0 a 5 años,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-04,15:28,Metropolitana
457234,Familiar,Femenino,Madre,No Aplica,Sin dato,Sin dato,Masculino,1.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-04,15:54,Metropolitana
457235,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-04,16:06,Metropolitana
457236,Otro/a,Femenino,Otro/a no familiar,Psicológica,Sin dato,Sin dato,NS/NC,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-04,16:09,Metropolitana
455735,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-04,16:14,Metropolitana
457239,Víctima,Femenino,NS/NC,Física y psicológica,24,18 a 29 años,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-04,17:32,Metropolitana
454087,Víctima,Femenino,No hay niñas/os,Psicológica,50,50 a 59 años,Femenino,1.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-04,22:31,Metropolitana
457241,Víctima,Femenino,Madre,Física y psicológica,26,18 a 29 años,Femenino,1.0,2.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-04,22:56,Metropolitana
457242,Comisaría,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,3.0,1.0,Masculino,Ex pareja,Está interviniendo o se deriva a otra institución,2024-01-04,23:37,Metropolitana
457243,Familiar,Femenino,Otro familiar,Física y psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-05,07:29,Metropolitana
457244,Familiar,Femenino,Otro familiar,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-05,09:16,Metropolitana
457245,Vecina/o,Femenino,No hay niñas/os,Física y psicológica,94,Más de 60 años,Femenino,1.0,1.0,Masculino,Hijo/a,Se planificó intervención para otro momento,2024-01-05,10:27,Metropolitana
457246,Familiar,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Masculino,1.0,1.0,Femenino,Pareja,Llamante solicitó información y/o orientación,2024-01-05,10:42,Metropolitana
457247,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-05,11:13,Metropolitana
457249,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1.0,2.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-05,13:05,Metropolitana
457250,Vecina/o,Masculino,Otro/a no familiar,Psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Femenino,NS/NC,Llamante solicitó información y/o orientación,2024-01-05,13:12,Metropolitana
457245,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-05,14:17,Metropolitana
457245,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-05,15:35,Metropolitana
457252,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-05,16:14,Metropolitana
457253,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,5.0,1.0,Masculino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-05,16:54,Metropolitana
457254,Comisaría,Femenino,Otro/a no familiar,Física y psicológica,25,18 a 29 años,Femenino,3.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-05,18:28,Metropolitana
457242,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-05,23:45,Metropolitana
457258,Familiar,Femenino,Otro familiar,Física y psicológica,15,12 a 17 años,Femenino,2.0,1.0,Masculino,Padrastro,Llamante solicitó información y/o orientación,2024-01-05,23:45,Metropolitana
457260,Víctima,Masculino,NS/NC,Física y psicológica,Sin dato,Sin dato,Masculino,1.0,1.0,Masculino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-06,01:08,Metropolitana
457262,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,4.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-06,11:29,Metropolitana
457263,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Masculino,Otro/a conviviente,Está interviniendo o se deriva a otra institución,2024-01-06,11:39,Metropolitana
457264,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-06,12:02,Metropolitana
457245,Vecina/o,Femenino,No hay niñas/os,Física y psicológica,95,Más de 60 años,Femenino,1.0,1.0,Masculino,Hijo/a,No había móviles y/o Equipos para realizar la intervención,2024-01-06,13:25,Metropolitana
441846,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-06,17:12,Metropolitana
457266,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,3.0,1.0,Masculino,Ex pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-06,17:44,Metropolitana
457267,Familiar,Femenino,Otro familiar,Psicológica,Sin dato,Sin dato,Masculino,3.0,1.0,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-06,17:47,Metropolitana
451276,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-06,18:33,Metropolitana
457268,Víctima,Masculino,Padre,Física y psicológica,36,30 a 39 años,Masculino,1.0,1.0,Femenino,Pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-06,19:12,Metropolitana
457242,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-06,19:30,Metropolitana
457269,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-06,19:33,Metropolitana
457270,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Femenino,Hermano/a,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-06,19:36,Metropolitana
456253,Víctima,NS/NC,No hay niñas/os,Psicológica,28,18 a 29 años,NS/NC,1.0,3.0,NS/NC,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-06,23:34,Metropolitana
457274,Víctima,NS/NC,NS/NC,Psicológica,Sin dato,Sin dato,NS/NC,1.0,1.0,NS/NC,Pareja,Llamante solicitó información y/o orientación,2024-01-07,01:49,Metropolitana
457275,Víctima,NS/NC,NS/NC,Física y psicológica,40,40 a 49 años,NS/NC,1.0,1.0,Masculino,Padre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-07,01:51,Metropolitana
457277,Víctima,Femenino,No hay niñas/os,Física y psicológica,66,Más de 60 años,Femenino,3.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-07,08:27,Metropolitana
449588,Víctima,Femenino,NS/NC,Física y psicológica,52,50 a 59 años,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-07,09:28,Metropolitana
457280,Vecina/o,Femenino,Otro/a no familiar,Física y psicológica,12,12 a 17 años,Femenino,3.0,2.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-07,11:06,Metropolitana
457281,Vecina/o,Femenino,Madre,Psicológica,8,06 a 11 años,Masculino,2.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-07,12:33,Metropolitana
454342,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-07,12:36,Metropolitana
457282,Familiar,Femenino,Otro familiar,Física y psicológica,13,12 a 17 años,Masculino,2.0,2.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-07,13:47,Metropolitana
457283,Vecina/o,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,NS/NC,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-07,13:50,Metropolitana
457285,Vecina/o,Femenino,Otro/a no familiar,Física y psicológica,7,06 a 11 años,Masculino,1.0,2.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-07,16:31,Metropolitana
457286,Víctima,Femenino,Madre,Psicológica,34,30 a 39 años,Femenino,6.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-07,17:33,Metropolitana
457169,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-07,21:10,Metropolitana
457287,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-07,23:12,Metropolitana
457269,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,03:01,Metropolitana
457289,Vecina/o,Femenino,Otro/a no familiar,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-08,03:21,Metropolitana
450540,Víctima,Femenino,No hay niñas/os,Física y psicológica,34,30 a 39 años,Femenino,1.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-08,03:30,Metropolitana
457292,Víctima,Masculino,No hay niñas/os,Psicológica,51,50 a 59 años,Masculino,1.0,1.0,NS/NC,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-08,03:55,Metropolitana
456844,Otra/o sobre una situación de conflicto familiar,Masculino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,04:19,Metropolitana
456253,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,04:50,Metropolitana
457295,Otro/a,Femenino,Otro/a no familiar,Física y psicológica,6,06 a 11 años,Masculino,1.0,1.0,Masculino,Padrastro,Llamante solicitó información y/o orientación,2024-01-08,05:23,Metropolitana
457296,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,05:36,Metropolitana
457297,Vecina/o,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-08,06:41,Metropolitana
457298,Otra Institución,Femenino,Otro/a no familiar,Física y psicológica,16,12 a 17 años,Femenino,1.0,1.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-08,08:50,Metropolitana
457304,Hospital,NS/NC,Otro/a no familiar,Física y psicológica,26,18 a 29 años,NS/NC,3.0,1.0,NS/NC,Pareja,Desplazamiento de un equipo movil a donde se encontraba la víctima,2024-01-08,12:22,Metropolitana
457306,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,6.0,1.0,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-08,12:45,Metropolitana
457307,Otra/o sobre una situación de conflicto familiar,NS/NC,Madre,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,12:45,Metropolitana
457308,Víctima,Femenino,Madre,Psicológica,35,30 a 39 años,Femenino,4.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-08,12:57,Metropolitana
457309,Vecina/o,Femenino,Otro/a no familiar,Física y psicológica,Sin dato,Sin dato,Femenino,2.0,2.0,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-08,13:30,Metropolitana
457310,Víctima,Femenino,Madre,Psicológica,31,30 a 39 años,Femenino,1.0,1.0,Masculino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-08,14:22,Metropolitana
457212,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Otras,2024-01-08,14:34,Metropolitana
457311,Familiar,Femenino,No hay niñas/os,Psicológica,74,Más de 60 años,Masculino,1.0,2.0,Masculino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-08,14:41,Metropolitana
457313,Familiar,Femenino,Otro familiar,Psicológica,Sin dato,Sin dato,Femenino,2.0,1.0,Femenino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-08,15:27,Metropolitana
457314,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,15:37,Metropolitana
457315,Víctima,Masculino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Masculino,2.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-08,15:40,Metropolitana
457319,Víctima,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Masculino,1.0,1.0,Masculino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-08,17:23,Metropolitana
457322,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-08,19:07,Metropolitana
457264,Otro/a,Femenino,Otro/a no familiar,Psicológica,87,Más de 60 años,Femenino,1.0,1.0,NS/NC,Hijo/a,Está interviniendo o se deriva a otra institución,2024-01-08,19:15,Metropolitana
457210,Víctima,Femenino,Madre,Física y psicológica,34,30 a 39 años,Femenino,2.0,1.0,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-08,19:27,Metropolitana
456253,Víctima,Femenino,No hay niñas/os,Psicológica,28,18 a 29 años,Femenino,1.0,1.0,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-08,21:41,Metropolitana
457324,Otra/o sobre una situación de conflicto familiar,Masculino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,22:33,Metropolitana
457326,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0.0,0.0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-08,23:06,Metropolitana
457327,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,2.0,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-09,09:37,Metropolitana
457330,Familiar,Femenino,Otro familiar,Psicológica,27,18 a 29 años,Femenino,2.0,1.0,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-09,11:55,Metropolitana
457074,Otra Institución,Masculino,NS/NC,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-09,12:09,Metropolitana
457331,Otra Institución,NS/NC,NS/NC,Física y psicológica,Sin dato,Sin dato,Femenino,1.0,1.0,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-09,12:10,Metropolitana
457341,Víctima,Femenino,Otro familiar,Psicológica,27,18 a 29 años,Femenino,2.0,1.0,Masculino,Abuelo/a,Llamante solicitó información y/o orientación,2024-01-09,13:14,Metropolitana
